"GB? 1=Yes, 0=No",Is it?,Slug,Title,Downloads,Last update,Required,Tested,Active,Keywords
1,"block,gutenberg",block-carbon-code,Carbon Code,81,28/06/2019 02:46,5.2,5.2.4,0,"code,block,gutenberg,block-editor"
1,"block,gutenberg",details-summary-block,Details Summary Block,181,28/06/2019 06:57,5,5.2.4,10,"summary,block,editor,details,gutenberg"
1,"block,gutenberg",remove-wp-update-nags,Remove WP Update Nags,773,01/07/2019 15:37,4.9,5.2.4,100,"nag,gutenberg,block-editor,update nags,wp 5"
1,"block,gutenberg",caxton,Caxton - Create Pro page layouts in Gutenberg,14298,03/07/2019 05:33,4.9.0,5.0.0,2000,"blocks,posts grid,gutenberg,gutenberg blocks"
1,"block,gutenberg",wicked-block-conditions,Wicked Block Conditions,160,04/07/2019 00:07,5,5.2.4,10,"blocks,conditions,conditional logic,gutenberg,block-editor"
1,"block,gutenberg",360-image,Algori 360 Image,5791,05/07/2019 12:27,5.0.0,5.2.4,1000,"image,photo,360,block,gutenberg"
0,gutenberg,default-classic-editor,Default Classic Editor,79,27/08/2019 05:43,4.9,5.2.4,0,"editor,disable,gutenberg,disable gutenberg,Default Classic Editor"
1,"block,gutenberg",360-video,Algori 360 Video,2783,08/07/2019 07:35,5.0.0,5.2.4,300,"video,360,panorama,block,gutenberg"
1,"block,gutenberg",pricing-tables-block,Pricing Tables Block,436,09/07/2019 06:15,4.5,5.1.3,20,"pricing,gutenberg,Pricing_Tables_Block"
1,"block,gutenberg",testimonials-block,Testimonials Block,567,09/07/2019 06:16,4.5,5.0.7,100,"slider,testimonials,gutenberg"
1,"block,gutenberg",sbgd-wrapper-block,SBGD Wrapper Block,355,10/07/2019 15:00,4.6,5.1.3,60,"blocks,gutenberg,gutenberg blocks,wrapper block"
1,"block,gutenberg",honey-code,Syntax Highlighting - Honey Code,174,10/07/2019 22:22,5.0.0,5.2.4,0,"block,highlighter,syntax highlighting,syntax highlighter,gutenberg"
0,block,admin-block-country,Admin Block Country,24167,28/08/2019 00:18,3.3,5.2.4,2000,"security,block,country"
1,"block,gutenberg",contentfry-social-media-displays,Contentfry Social Media Displays,185,11/07/2019 13:28,5,5.2.4,0,"block,gutenberg,contentfry"
0,block,simple-google-recaptcha,Simple Google reCAPTCHA,115353,28/08/2019 18:53,4.2.0,5.2.4,10000,"captcha,recaptcha,spam,block,bots"
1,"block,gutenberg",gdpr-data-request-form,GDPR Data Request Form,23657,28/08/2019 19:54,4.9.6,5.2.4,5000,"privacy,block,GDPR,rgpd,gutenberg"
1,"block,gutenberg",block-permissions,Block Permissions,250,14/07/2019 14:53,5.0.0,5.2.4,40,"addon,date,blocks,content restriction,gutenberg"
1,"block,gutenberg",wp-codemirror-block,CodeMirror Blocks,1829,23/07/2019 07:03,4.8,5.2.4,500,"syntax,Codemirror,code highlighter,code block,gutenberg"
1,"block,gutenberg",wp-munich-blocks,WP Munich Blocks - Gutenberg Blocks for WordPress,4161,24/07/2019 16:43,4.9,5.2.4,300,"layout,blocks,pagebuilder,gutenberg,layout-blocks"
1,"block,gutenberg",creative-blocks,Creative Blocks - Ultimate Blocks for Gutenberg,5588,28/07/2019 11:23,4.7,5.2.4,1000,"block,blocks,gutenberg,Gutenberg block,gutenberg blocks"
1,"block,gutenberg",wp-post-block,WP Post Block,143,29/07/2019 09:45,5,5.2.4,10,"post,block,post block,gutenberg,gutenberg blocks"
1,block,team-builder,Team Builder,88771,31/08/2019 08:34,4,5.2.4,8000,"team,blocks,our team,team members,my team"
1,"block,gutenberg",melonpan-block-container,Melonpan Block - Container,1391,30/07/2019 18:15,5.1,5.2.4,100,"editor,blocks,container,gutenberg,innerblocks"
1,"block,gutenberg",gt-blocks,GT Blocks,141,31/07/2019 12:38,5,5.2.4,10,"editor,blocks,gutenberg"
1,"block,gutenberg",simple-podcasting,Simple Podcasting,1373,02/08/2019 16:11,4.6,5.2.4,100,"blocks,podcasting,gutenberg,gutenberg blocks,gutenberg ready"
1,"block,gutenberg",goodbye-block-editor,Goodbye Block Editor,281,04/08/2019 16:59,,5.2.4,100,"gutenberg,disable block editor,old editor,simple editor"
1,"block,gutenberg",my-marginalia,My Marginalia,421,05/08/2019 01:18,5,5.2.4,0,"block,formatting,annotation,gutenberg,show notes"
1,"block,gutenberg",peuwl-hero-block-lite,Peuwl Hero Block LITE,68,07/08/2019 10:15,5,5.2.4,0,"editor,blocks,dispensary,hero,gutenberg"
1,"block,gutenberg",map-block-gutenberg,Gutenberg Map Block for Google Maps,11882,07/08/2019 20:44,4.9,5.2.4,2000,"block,Google Maps,gutenberg,Gutenberg block,map block"
0,block,block-bad-queries,BBQ: Block Bad Queries,1009993,02/09/2019 20:57,4.1,5.2.4,100000,"security,firewall,hack,protect,malicious"
1,"block,gutenberg",block-a-saurus,Block-a-saurus,126,08/08/2019 07:54,5.0.0,5.2.4,0,"game,block,gutenberg,trex,blockasaurus"
0,"block,gutenberg",disable-gutenberg,Disable Gutenberg,1294664,02/09/2019 21:51,4.9,5.2.4,400000,"editor,gutenberg,block-editor,classic editor"
1,"block,gutenberg",cd2-gutenberg-shortcode-preview-block,CD2 Gutenberg Shortcode Block Preview,556,09/08/2019 05:21,5.0.3,5.2.4,10,"shortcode,block,preview,blocks,gutenberg"
1,"block,gutenberg",sv-twitch,SV Block for Twitch,91,14/08/2019 14:31,5,5.2.4,0,"block,stream,twitch,gutenberg"
1,"block,gutenberg",dispensary-blocks,Dispensary Blocks,526,14/08/2019 14:52,5,5.2.4,20,"editor,blocks,dispensary,cannabis,gutenberg"
1,block,pagination,Pagination by BestWebSoft,88638,04/09/2019 12:33,3.9,5.2.4,7000,"pagination,multiple pages,pagination block,custom pagination block,multiple navigation"
0,block,htaccess,Htaccess by BestWebSoft,26512,04/09/2019 12:36,3.9,5.2.4,3000,"access,allow directive,control access,deny directive,directive block"
1,"block,gutenberg",conditional-blocks,Conditional Blocks - Control any Gutenberg Block,206,20/08/2019 05:53,5.2,5.2.4,20,"conditions,hide content,gutenberg,conditional blocks,memebership content"
1,"block,gutenberg",block-areas,Block Areas,181,20/08/2019 19:19,5,5.2.4,70,"editor,blocks,theming,gutenberg,wprig"
1,"block,gutenberg",variable-column-block,Gutenberg Variable Columns,3451,23/08/2019 06:35,4.9,5.2.4,400,"columns,gutenberg,gutenberg blocks,variable columns"
1,"block,gutenberg",advanced-blocks,Advanced Blocks - Gutenberg Page Building Blocks,277,23/08/2019 13:20,5,5.2.4,10,"page builder,blocks,gutenberg,gutenberg blocks,wordpress blocks"
1,"block,gutenberg",block-metadata,Block Metadata,85,23/08/2019 15:27,5,5.2.4,0,"content,block,api,metadata,gutenberg"
1,"block,gutenberg",post-type-archive-mapping,Custom Post Types Block,1427,24/08/2019 00:25,5,5.2.4,100,"block,archive,custom post types,mapping,gutenberg"
1,"block,gutenberg",simple-html-rich-text-for-block-editor,Simple HTML Rich Text for Block Editor,212,26/08/2019 07:51,4.9,5.2.4,30,"writing,formatting,rich text,gutenberg,block-editor"
0,block,iq-block-country,iQ Block Country,651711,06/09/2019 07:17,3.5.2,5.2.4,30000,"comments,spam,block,ban,country"
1,"block,gutenberg",mathml-block,MathML Block,1083,26/08/2019 17:20,5.0.0,5.2.0,30,"block,math,mathml,gutenberg,block-editor"
1,"block,gutenberg",we-blocks,"WE Blocks - Image, Testimonial And Logo⇥Slider Gutenberg Blocks",1147,29/08/2019 05:32,4.9,5.2.4,100,"Gutenberg block,logo slider gutenberg block,image slider gutenberg block,testimonial slider gutenberg block,gutenberg slider block"
1,"block,gutenberg",embed-block-for-github,Embed Block for GitHub,186,30/08/2019 06:59,5.2,5.3,50,"embed,block,Github,gutenberg,bloc"
1,"block,gutenberg",image-color-palette,Image Color Palette,834,31/08/2019 19:47,5.2,5.2.4,10,"color,blocks,gutenberg"
1,"block,gutenberg",block-navigation,Block Navigation,649,01/09/2019 09:39,5.2,5.2.4,100,"editor,navigation,drag-and-drop,blocks,gutenberg"
1,"block,gutenberg",melonpan-block-images,Melonpan Block - Images,111,01/09/2019 11:18,5.2,5.2.4,0,"images,slider,editor,blocks,gutenberg"
1,"block,gutenberg",modal-block,Modal Guten Block,64,02/09/2019 23:01,5,5.2.4,0,"popup,modal,window,gutenberg"
1,"block,gutenberg",block-control,Block Control,114,04/09/2019 14:03,5.2,5.2.4,10,"block,conditional,gutenberg"
1,"block,gutenberg",ghostkit,Powerful Gutenberg Blocks and Templates - Ghost Kit,20289,10/09/2019 08:16,4.9.0,5.2.4,2000,"block,blocks,templates,builder,gutenberg"
1,"block,gutenberg",we-google-map-block,WE - Google Map Gutenberg Block,129,05/09/2019 10:14,4.9,5.2.4,0,"Google Maps,google map gutenberg block,google map block,google maps for gutenberg,gutenberg google map block"
1,"block,gutenberg",otter-blocks,Gutenberg Blocks and Template Library by Otter,114623,10/09/2019 13:51,5,5.2.4,20000,"block,gutenberg,gutenberg blocks,google map block,post grid block"
1,"block,gutenberg",insert-special-characters,Insert Special Characters,207,06/09/2019 22:53,5.2,5.2.4,50,"block,special characters,Character Map,gutenberg,Omega"
1,"block,gutenberg",block-lab,Block Lab,25878,11/09/2019 02:23,5,5.2.4,3000,"blocks,gutenberg"
1,"block,gutenberg",blocks-animation,Blocks Animation: CSS Animations for Gutenberg Blocks,4244,10/09/2019 12:51,4.9,5.0.7,1000,"animation,block,editor,gutenberg,block-editor"
1,"block,gutenberg",atomic-blocks,Atomic Blocks - Gutenberg Blocks Collection,272923,11/09/2019 17:50,5,5.2.4,30000,"page builder,editor,blocks,gutenberg,gutenberg blocks"
0,block,blockonomics-bitcoin-payments,Wordpress Bitcoin Payments - Blockonomics,24358,12/09/2019 06:15,3.0.1,5.2.4,2000,"bitcoin,bitcoin wordpress plugin,bitcoin payments,accept bitcoin,bitcoin woocommerce"
1,gutenberg,page-views-count,Page View Count,252960,12/09/2019 06:35,4.6,5.2.4,10000,"post views,page view count,wordpress page view,post view count,gutenberg"
1,"block,gutenberg",deactivate-block-editor,Disable Gutenberg,589,11/09/2019 11:06,5,5.2.4,100,"editor,gutenberg,block-editor,classic editor,disable gutenberg"
1,"block,gutenberg",catenis-blocks,Catenis Blocks,56,12/09/2019 12:52,5,5.2.4,0,"blockchain,gutenberg,Catenis,Catenis Enterprise API,Blockchain of Things"
1,"block,gutenberg",custom-fields-list-generator,Custom Fields List Generator,89,13/09/2019 06:00,4.5.18,5.2.4,0,"navigation,menu,custom field,custom fields,gutenberg blocks"
1,"block,gutenberg",block-for-font-awesome,Block for Font Awesome,181,13/09/2019 20:50,5.2,5.2.4,40,"icon,font,block,editor,gutenberg"
1,"block,gutenberg",card-block,Card Block,130,13/09/2019 20:51,5,5.2.4,0,"gutenberg,Gutenberg block,card block,Custom Card"
1,"block,gutenberg",animated-blocks,Animated Blocks,3084,15/09/2019 16:44,4.9.5,5.2.4,500,"animation,CSS3,blocks,css animations,gutenberg"
1,"block,gutenberg",demo-content-for-blocks,Demo Content for Blocks,151,15/09/2019 17:14,5.2,5.2.4,0,"content,block,demo,demo content,gutenberg"
1,"block,gutenberg",stackable-ultimate-gutenberg-blocks,Stackable - Gutenberg Blocks,183035,13/09/2019 11:31,4.8,5.2.4,10000,"block,blocks,gutenberg,block-editor,gutenberg blocks"
1,"block,gutenberg",blog-blocks,Blog Blocks - Gutenberg Blocks for Content Writers,46,16/09/2019 00:32,5.0.1,5.2.4,0,"block,editor,blocks,gutenberg,gutenberg blocks"
1,gutenberg,css-javascript-toolbox,CSS &amp; JavaScript Toolbox,293405,13/09/2019 17:24,3.9,5.2.4,10000,"javascript,css,php,scripts,gutenberg"
1,"block,gutenberg",rise-blocks,Rise Blocks - A Complete Gutenberg Page builder,102,16/09/2019 07:21,4.7,5.2.4,0,"block,editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",essential-blocks,Essential Blocks for Gutenberg,1644,17/09/2019 06:57,4,5.2.4,100,"editor,visual editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",recipe-card-blocks-by-wpzoom,Recipe Card Blocks by WPZOOM,19045,13/09/2019 19:41,5,5.2.4,3000,"blocks,Recipe,card,gutenberg,food recipe"
1,"block,gutenberg",anchor-block,Anchor Block,119,18/09/2019 06:22,5.2,5.3,30,"link,anchor,gutenberg,ancre"
1,"block,gutenberg",ultimate-blocks-for-gutenberg,Easy Blocks â€“ Gutenberg Blocks Page Builder,12517,18/09/2019 16:10,5,5.2.4,1000,"block-editor,gutenberg blocks,easy blocks,gutenberg builder,gutenberg block page builder"
1,"block,gutenberg",kioken-blocks,Page Builder Gutenberg Blocks â€“ Kioken Blocks,3310,19/09/2019 05:52,5,5.2.4,400,"page builder,block,editor,blocks,gutenberg"
1,"block,gutenberg",mighty-blocks,Mighty Blocks - Gutenberg on Steroids,97,20/09/2019 09:12,5,5.2.4,20,"page builder,block,editor,blocks,gutenberg"
1,"block,gutenberg",contact-form-block,Contact Form Block,615,20/09/2019 13:40,5,5.2.4,70,"contact,form,mail,block,gutenberg"
0,block,autoptimize-criticalcss,Autoptimize criticalcss.com power-up,109937,14/09/2019 17:12,4.9,5.2.4,10000,"above-the-fold,Critical CSS,autoptimize,render blocking css"
1,"block,gutenberg",enhanced-blocks,Enhanced Blocks - Page Builder Blocks for Gutenberg,1417,23/09/2019 10:48,4.8,5.2.4,100,"page builder,block,editor,site-builder,gutenberg blocks"
1,"block,gutenberg",lovage-blocks,Lovage Blocks,46,24/09/2019 03:42,5,5.2.4,0,"blocks,gutenberg"
1,"block,gutenberg",easy-blocks-pro,Easy Blocks pro,337,24/09/2019 04:58,5,5.2.4,0,"gutenberg,Gutenberg block,guten blocks"
0,block,antispam-bee,Antispam Bee,3005458,15/09/2019 17:17,4.5,5.2.4,500000,"comments,antispam,comment,anti-spam,block spam"
1,"block,gutenberg",forty-two-blocks,Forty Two Blocks,72,24/09/2019 19:28,,5.2.4,0,"blocks,gutenberg"
1,"block,gutenberg",reusable-blocks-extended,Reusable Blocks Extended,123,24/09/2019 19:51,5.2,5.3,10,"widget,blocks,gutenberg,reusable,PHP Function"
1,"block,gutenberg",faq-block-for-gutenberg,FAQ Block For Gutenberg,1843,26/09/2019 17:27,5,5.2.4,200,"editor,faq,blocks,gutenberg faq,faq block"
1,"block,gutenberg",acf-blocks,Gutenberg Blocks - ACF Blocks Suite,2368,27/09/2019 13:25,4.7,5.2.4,200,"block,editor,acf,gutenberg,acf block"
1,"block,gutenberg",lsx-sharing,LSX Sharing,603,27/09/2019 21:43,4.9,5.2.4,100,"sharing,social sharing,gutenberg,lsx,wordpress blocks"
1,"block,gutenberg",json-content-importer,JSON Content Importer,86519,17/09/2019 10:26,3,5.2.4,5000,"JSON,block,api,webservice,gutenberg"
0,block,stopbadbots,StopBadBots,266652,17/09/2019 12:58,4,5.2.4,10000,"bot,block bots,spider,block bad bots,spider block"
1,"block,gutenberg",lsx-mega-menus,LSX Mega Menus,713,27/09/2019 21:53,4.9,5.2.4,30,"navigation,mega menu,gutenberg,lsx,wordpress blocks"
1,"block,gutenberg",lsx-videos,LSX Videos,240,27/09/2019 22:02,4.9,5.2.4,10,"video player,gutenberg,lsx,wordpress blocks,Page Videos"
1,"block,gutenberg",testimonial-block,Testimonial Gutenberg Block,78,30/09/2019 06:44,5,5.2.4,50,"block,Testimonial,gutenberg,Gutenberg block,testimonial block"
1,"block,gutenberg",nelio-maps,Nelio Maps,546,30/09/2019 10:50,5,5.1.3,10,"block,Google Maps,map,gutenberg"
1,"block,gutenberg",themezee-magazine-blocks,ThemeZee Magazine Blocks,3369,30/09/2019 11:12,5,5.2.4,1000,"magazine,magazine layout,gutenberg,ThemeZee,magazine blocks"
1,"block,gutenberg",wp-block-pack,WP Block Pack,1023,30/09/2019 23:05,5,5.2.4,50,"page builder,blocks,gutenberg,gutenberg blocks,new editor"
1,"block,gutenberg",gutenstrap,GutenStrap â€“ Bootstrap Blocks for WP Editor,195,01/10/2019 01:58,5.1,5.2.4,10,"bootstrap,editor,blocks,grid,gutenberg"
1,"block,gutenberg",gutenbee,GutenBee,2498,01/10/2019 10:16,5,5.2.4,300,"blocks,gutenberg"
1,"block,gutenberg",packerland-custom-blocks,Packerland Custom Blocks,129,02/10/2019 14:05,5,5.2.4,0,"blocks,gutenberg"
1,"block,gutenberg",lazy-blocks,Lazy Blocks - Gutenberg Blocks Constructor,13212,03/10/2019 11:06,4.9.0,5.2.4,2000,"custom,meta,fields,blocks,gutenberg"
1,"block,gutenberg",bokez-awesome-gutenberg-blocks,Bokez - Wordpress Blocks,4857,03/10/2019 14:40,5,5.2.4,200,"posts grid,gutenberg,gutenberg blocks,gutenberg editor,wordpress 5 editor"
1,"block,gutenberg",cbxbusinesshours,CBX Office Opening &amp; Business Hours,202,03/10/2019 15:30,3.0.1,5.2.4,0,"business,elementor addons,gutenberg blocks,opening hour,business hour"
1,"block,gutenberg",map-block-leaflet,Map Block Leaflet,669,05/10/2019 10:40,5,5.2.4,80,"editor,map,blocks,leaflet,gutenberg"
1,gutenberg,gallery-custom-links,Gallery Custom Links,68905,21/09/2019 02:03,5,5.2.4,10000,"links,gallery,custom,gutenberg"
1,"block,gutenberg",woo-blocks,Awesome blocks for WooCommerce,29,07/10/2019 02:34,5,5.2.4,0,"woocommerce,block,gutenberg,Gutenberg block,woocommerce block"
1,"block,gutenberg",qodeblock,Gutenberg Blocks Collection - qodeblock,5264,07/10/2019 13:23,4.8.3,5.2.4,2000,"page builder,editor,blocks,gutenberg,gutenberg blocks"
1,gutenberg,ebay-feeds-for-wordpress,WP eBay Product Feeds,56895,22/09/2019 17:03,3,5.2.4,2000,"affiliate marketing,ebay,ebay partner feeds,ebay partner network,gutenberg ready"
1,"block,gutenberg",nhsblocks,NHS Blocks,115,08/10/2019 09:02,5,5.2.4,0,"blocks,gutenberg,nhs"
1,"block,gutenberg",grids,Grids: Layout builder for WordPress,5926,10/10/2019 09:21,5.0.0,5.3,900,"page builder,blocks,gutenberg,block-editor,gutenberg blocks"
1,"block,gutenberg",builder-template-categories,Builder Template Categories - for WordPress Page Builders,20872,23/09/2019 13:50,4.7,5.2.4,1000,"page builder,blocks,templates,elementor,gutenberg"
0,block,steempress,SteemPress,25513,23/09/2019 21:10,4.7,5.2.4,2000,"monetization,blockchain,Steemit,WordPress,steem"
1,"block,gutenberg",carto,Carto: Maps for WordPress,98,10/10/2019 09:32,5.0.0,5.3,0,"maps,blocks,gutenberg,block-editor,gutenberg blocks"
1,"block,gutenberg",multipurpose-block,Multipurpose Gutenberg Block,1008,10/10/2019 10:43,5.0.1,5.1.3,70,"block,blocks,gutenberg,block-editor,gutenberg blocks"
1,"block,gutenberg",convert-classic-editor-to-blocks,Convert Classic Editor to Gutenberg Blocks,401,10/10/2019 10:55,5,5.2.4,10,"blocks,gutenberg,gutenberg blocks,classic editor,Classic Editor to Gutenberg"
1,"block,gutenberg",cloud-blocks,Cloud Blocks,3633,10/10/2019 11:14,4.9.8,5.2.4,100,"page builder,blocks,pagebuilder,gutenberg,gutenberg blocks"
1,"block,gutenberg",blockypage,BlockyPage - Gutenberg Based Page Builder,288,13/10/2019 00:04,5.2.2,5.2.4,0,"page builder,gutenberg blocks,wordpress blocks,gutenberg page builder,Wordpress Gutenberg blocks"
1,"block,gutenberg",foxdell-folio-block-editor-customiser,Foxdell Folio Block Editor Customiser,57,13/10/2019 17:58,5.1,5.2.4,0,"customize,gutenberg,block-editor"
1,"block,gutenberg",massive-addons-for-wp-blocks,Massive Addons for Gutenberg and WordPress,286,13/10/2019 19:18,4.8,5.2.4,10,"all in one plugin,gutenberg page builder,blocks for gutenberg,massive addons for gutenberg,addons for gutenberg"
1,"block,gutenberg",simple-code-block,Simple Code Block,2016,14/10/2019 05:45,4.6,5.2.4,300,"php,code,ace,syntax highlighting,gutenberg"
1,"block,gutenberg",nova-blocks,Nova Blocks by Pixelgrade,266,14/10/2019 15:24,5.2.2,5.2.4,10,"page builder,editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",full-site-editing,Full Site Editing,3338,14/10/2019 17:18,5,5.3,20000,"page,block,editor,blocks,gutenberg"
1,"block,gutenberg",section-block,Section Block,534,14/10/2019 17:48,5.1,5.2.4,40,"block,Section,gutenberg,block-editor,section block"
1,"block,gutenberg",uix-shortcodes,Uix Shortcodes - Compatible with Gutenberg,25412,26/09/2019 07:57,4.2,5.2.4,1000,"shortcode,shortcodes,blocks,short code,gutenberg"
1,"block,gutenberg",offers-overview-block,Offers Overview Block,150,14/10/2019 17:48,5.1,5.2.4,0,"block,offers,gutenberg,offers block,offers overview block"
1,block,photoblocks-grid-gallery,Gallery PhotoBlocks,48744,26/09/2019 08:46,4.9,5.2.4,4000,"gallery,grid gallery,Gallery Plugin,best gallery plugin,free gallery"
1,"block,gutenberg",wp-bootstrap-blocks,Bootstrap Blocks,3371,15/10/2019 06:42,5,5.2.4,1000,"bootstrap,blocks,gutenberg"
1,"block,gutenberg",vk-blocks,VK Blocks,1913,15/10/2019 10:07,5,5.2.4,200,"faq,alert,gutenberg"
1,"block,gutenberg",elegant-blocks,Elegant Blocks - Amazing Gutenberg Blocks,6139,15/10/2019 10:30,4.8,5.2.4,1000,"page builder,block,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",getwid,Getwid - Gutenberg Blocks,11789,15/10/2019 14:16,5,5.2.4,2000,"page builder,blocks,gutenberg,gutenberg blocks,wordpress blocks"
1,"block,gutenberg",ultimate-gutenberg,Ultimate Gutenberg - Custom Block Templates,1932,16/10/2019 12:13,5,5.2.4,30,"gutenberg,custom block,classic editor"
1,"block,gutenberg",accordion-blocks,Accordion Blocks,792,16/10/2019 15:46,5,5.3,200,"Accordion,accordions,Responsive accordions,blocks,gutenberg"
1,"block,gutenberg",wpdm-gutenberg-blocks,Gutenberg Blocks by WordPress Download Manager,16644,16/10/2019 18:23,,5.2.4,2000,"blocks,download manager,gutenberg,gutenberg blocks,document management plugin"
1,"block,gutenberg",ultimate-blocks,Gutenberg Blocks Plugin - Ultimate Blocks,28199,30/09/2019 03:34,5,5.2.4,3000,"editor,blocks,gutenberg,gutenberg blocks"
1,"block,gutenberg",photo-box,Photo Box,3108,17/10/2019 00:58,3.5,5.2.4,20,"gallery,popup,block,auto popup,gutenberg editor"
1,"block,gutenberg",gosign-masonry-post-block,Gosign - Masonry Post Block,6008,17/10/2019 05:53,5.1.1,5.2.4,500,"gutenberg,Posts Block,posts masonry gallery,Latest Posts Block,Masonry Post Block"
1,"block,gutenberg",simply-gallery-block,SimpLy Gallery Blocks - Photo Gallery Gutenberg Blocks,63,17/10/2019 09:32,5,5.2.4,0,"photo gallery,page builder,blocks,gutenberg blocks,gallery block"
1,"block,gutenberg",liquid-blocks,LIQUID BLOCKS GALLERY 33+ Free Designs,24,18/10/2019 00:53,5,5.2.4,0,"block,editor,blocks,gutenberg,block-editor"
1,"block,gutenberg",liquid-speech-balloon,LIQUID SPEECH BALLOON,8155,18/10/2019 01:29,5.0.0,5.2.4,2000,"block,speech,blocks,Speak,gutenberg"
1,"block,gutenberg",qubely,Gutenberg Blocks â€“ Qubely,16435,18/10/2019 11:07,5,5.2.4,2000,"block,blocks,gutenberg,block-editor,gutenberg editor"
1,"block,gutenberg",block-slider,WordPress Slider Plugin - Block Slider,364,19/10/2019 15:51,4.8,5.2.4,10,"wordpress slider,gutenberg,Gutenberg block,gutenberg slider,slider block"
1,"block,gutenberg",wplyr-media-block,WPlyr Media Block,201,20/10/2019 06:05,5.2.0,5.2.4,20,"audio player,youtube player,HTML5 video player,gutenberg,Vimeo Player"
1,"block,gutenberg",block-options,Gutenberg Page Building Toolkit â€“ EditorsKit,17275,20/10/2019 11:49,5,5.2.4,1000,"blocks,gutenberg,gutenberg blocks,wordpress blocks,gutenberg editor"
1,gutenberg,dummynator,Dummynator,492,30/06/2018 12:54,3.0.1,4.9.12,20,"dummy,lipsum,gutenberg"
1,gutenberg,booster-pack-for-gutenberg,Booster Pack for Gutenberg,238,02/07/2018 22:54,4.9,4.9.12,0,"editor,progressbar,gutenberg"
1,gutenberg,theme-support-for-gutenberg,Theme Support for Gutenberg,1700,24/07/2018 22:58,4.9,4.9.12,100,"gutenberg,alignwide,alignfull,WordPress 5.0,theme compatibility"
1,gutenberg,remove-try-gutenberg-callout,Remove &#039;Try Gutenberg&#039; callout,341,03/08/2018 12:03,4.9.8,4.9.12,80,"hide,remove,disable,callout,gutenberg"
1,gutenberg,remove-try-gutenberg-dashboard-notification,Remove Try Gutenberg Dashboard Notification,198,04/08/2018 06:09,4.9.8,4.9.12,0,"gutenberg,try gutenberg,remove gutenberg,dismiss"
1,gutenberg,cheatsheets,Cheatsheets,152,05/08/2018 14:12,4.9,4.9.12,0,"cheatsheet,gutenberg,cheatsheets,knowladge,cheat sheets"
1,gutenberg,dropit,Drop it,2715,09/08/2018 18:42,4.8,4.9.12,300,"media,unsplash,gutenberg,dropit"
0,block,ip2location-country-blocker,IP2Location Country Blocker,169207,02/10/2019 23:31,2,5.2.4,7000,"redirection,block country,ip address,ip2location,block proxy"
1,gutenberg,averroes,Averroes,725,09/08/2018 19:28,4.9,4.9.12,30,"editor,markdown,gutenberg,averroes"
1,"block,gutenberg",premium-blocks-for-gutenberg,Premium Blocks for Gutenberg,139166,03/10/2019 14:11,4.5,5.2.4,4000,"gutenberg,gutenberg blocks,gutenberg free blocks,gutenberg addons,gutenberg addon"
1,gutenberg,apermo-tidy-gutenberg,Apermo Tidy Gutenberg,158,22/08/2018 13:18,4.6.0,4.9.12,0,"color picker,gutenberg,tidied"
1,gutenberg,wp-templates-edit-with-cornerstone-button,Edit with Cornerstone,783,29/08/2018 10:30,4.9.0,4.9.12,100,"cornerstone,x theme,themeco,gutenberg,xtheme"
1,gutenberg,zidithemes-text-image,Zidithemes Text Image,200,09/10/2018 11:39,4.7,4.9.12,0,"author,profile,bio,staff,gutenberg"
1,gutenberg,simple-google-fonts,Simple Gutenberg Google Fonts,629,13/10/2018 19:50,4.9.8,4.9.12,60,"font,fonts,google fonts,gutenberg,Gutenberg Fonts"
1,"block,gutenberg",advanced-gutenberg,Advanced Gutenberg,211244,04/10/2019 07:34,5,5.2.4,10000,"editor,blocks,gutenberg,gutenberg blocks,advanced gutenberg"
1,gutenberg,coexist-with-gutenberg,Coexist with Gutenberg,123,24/10/2018 01:15,4.9.8,4.9.12,0,"editor,gutenberg"
1,gutenberg,post-new-buttonsmenu-using-classic-editor-for-gutenberg,Post-new buttons/menu using classic editor for Gutenberg,173,24/10/2018 01:21,4.9.8,4.9.12,0,"editor,gutenberg"
1,gutenberg,custom-color-palette,Custom Color Palette for Gutenberg,8664,31/10/2018 09:44,4.9.8,5.0.7,2000,"colors,editor,color palette,gutenberg"
1,block,embed-pdf-viewer,Embed PDF Viewer,30702,05/10/2019 18:43,4.6,5.2.4,4000,"embed,viewer,block,pdf,oembed"
1,gutenberg,meow-gallery,Meow Gallery (+ Gutenberg Gallery Block),56844,06/10/2019 08:38,4.8,5.2.4,3000,"gallery,masonry,tiles,justified,gutenberg"
1,gutenberg,gutenberg-ramp,Gutenberg Ramp,11580,05/11/2018 14:54,4.9.8,5.0.7,3000,"gutenberg,classic editor,ramp,legacy editor,gutenberg ramp"
1,gutenberg,getyourguide-widget,GetYourGuide WordPress plugin,4313,06/11/2018 09:42,4.4.0,4.9.12,800,"widget,travel,affiliate,travel widget,gutenberg"
1,gutenberg,tarot,Tarot,897,13/11/2018 19:02,4.9,5.0-beta4,80,"tarot,gutenberg,fortune telling"
1,gutenberg,theme-support,Theme Support,302,21/11/2018 10:58,3.0.1,4.9.12,100,"support,theme,editor,gutenberg"
1,gutenberg,gutenberg-custom-fields,Gutenberg Custom Fields,9338,23/11/2018 11:08,4.8,4.9.12,200,gutenberg
